locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEDLIAGG_00035	CDS	954	cntI			Pseudopaline exporter CntI
LEDLIAGG_00036	CDS	801				hypothetical protein
LEDLIAGG_00037	CDS	399				hypothetical protein
LEDLIAGG_00038	CDS	819				hypothetical protein
LEDLIAGG_00039	CDS	1716		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
LEDLIAGG_00040	CDS	1014				hypothetical protein
LEDLIAGG_00041	CDS	1500	amn	3.2.2.4	COG0775	AMP nucleosidase
LEDLIAGG_00042	CDS	186				hypothetical protein
LEDLIAGG_00043	CDS	342				hypothetical protein
LEDLIAGG_00044	CDS	258				hypothetical protein
LEDLIAGG_00045	CDS	1950	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
LEDLIAGG_00046	CDS	1677				hypothetical protein
LEDLIAGG_00047	CDS	588				hypothetical protein
LEDLIAGG_00048	CDS	714				hypothetical protein
LEDLIAGG_00049	CDS	411				hypothetical protein
LEDLIAGG_00050	CDS	897				hypothetical protein
LEDLIAGG_00051	CDS	462				hypothetical protein
LEDLIAGG_00052	CDS	237				hypothetical protein
LEDLIAGG_00053	CDS	672	speE_1	2.5.1.16		Polyamine aminopropyltransferase
LEDLIAGG_00054	CDS	1608		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
LEDLIAGG_00055	CDS	402				hypothetical protein
LEDLIAGG_00056	CDS	381				hypothetical protein
LEDLIAGG_00057	CDS	324				hypothetical protein
LEDLIAGG_00058	CDS	1164	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LEDLIAGG_00059	CDS	924				hypothetical protein
LEDLIAGG_00060	CDS	489				hypothetical protein
LEDLIAGG_00061	CDS	3798	metH_1	2.1.1.13	COG0646	Methionine synthase
LEDLIAGG_00062	CDS	1710	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
LEDLIAGG_00063	CDS	1116	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
LEDLIAGG_00064	CDS	729				hypothetical protein
LEDLIAGG_00065	CDS	1167	nylB_1	3.5.1.46		6-aminohexanoate-dimer hydrolase
LEDLIAGG_00066	tRNA	91				tRNA-Ser(gct)
LEDLIAGG_00067	CDS	1113	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
LEDLIAGG_00068	CDS	1029	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
LEDLIAGG_00069	CDS	855	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
LEDLIAGG_00070	CDS	903	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
LEDLIAGG_00071	CDS	1245				hypothetical protein
LEDLIAGG_00072	CDS	909		3.1.1.99		6-deoxy-6-sulfogluconolactonase
LEDLIAGG_00073	CDS	798	gno	1.1.1.-		Gluconate 5-dehydrogenase
LEDLIAGG_00074	CDS	768	nanR			HTH-type transcriptional repressor NanR
LEDLIAGG_00075	CDS	1143	gci_1	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
LEDLIAGG_00076	CDS	906				hypothetical protein
LEDLIAGG_00077	CDS	336				hypothetical protein
LEDLIAGG_00078	CDS	861				hypothetical protein
LEDLIAGG_00079	CDS	768	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LEDLIAGG_00080	CDS	1623		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
LEDLIAGG_00081	CDS	1170	fadA_1	2.3.1.16		3-ketoacyl-CoA thiolase
LEDLIAGG_00082	CDS	825	kipR		COG1414	HTH-type transcriptional regulator KipR
LEDLIAGG_00083	CDS	1005	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
LEDLIAGG_00084	CDS	486				hypothetical protein
LEDLIAGG_00085	CDS	1326	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
LEDLIAGG_00086	CDS	1032				hypothetical protein
LEDLIAGG_00087	CDS	1380				hypothetical protein
LEDLIAGG_00088	CDS	1290				hypothetical protein
LEDLIAGG_00089	CDS	819	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
LEDLIAGG_00090	CDS	699	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU
LEDLIAGG_00091	CDS	1803	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
LEDLIAGG_00092	CDS	1119	omp2b			Porin Omp2b
LEDLIAGG_00093	CDS	354				hypothetical protein
LEDLIAGG_00094	CDS	894	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LEDLIAGG_00095	CDS	2112				hypothetical protein
LEDLIAGG_00096	CDS	885	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LEDLIAGG_00097	CDS	474	smpB			SsrA-binding protein
LEDLIAGG_00098	CDS	765				hypothetical protein
LEDLIAGG_00099	CDS	669	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
LEDLIAGG_00100	CDS	582				hypothetical protein
LEDLIAGG_00101	CDS	390	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
LEDLIAGG_00102	CDS	2232	rsh	2.7.6.5		GTP pyrophosphokinase rsh
LEDLIAGG_00103	CDS	672				hypothetical protein
LEDLIAGG_00104	CDS	591				hypothetical protein
LEDLIAGG_00105	CDS	402	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
LEDLIAGG_00106	CDS	741	lepB	3.4.21.89	COG0681	Signal peptidase I
LEDLIAGG_00107	CDS	702	rnc	3.1.26.3	COG0571	Ribonuclease 3
LEDLIAGG_00108	CDS	915	era		COG1159	GTPase Era
LEDLIAGG_00109	CDS	879				hypothetical protein
LEDLIAGG_00110	CDS	753	recO			DNA repair protein RecO
LEDLIAGG_00111	CDS	519				hypothetical protein
LEDLIAGG_00112	CDS	753				hypothetical protein
LEDLIAGG_00113	CDS	1242				L-lactate transporter
LEDLIAGG_00114	CDS	396				hypothetical protein
LEDLIAGG_00115	CDS	888	mscS		COG0668	Small-conductance mechanosensitive channel
LEDLIAGG_00116	CDS	501	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
LEDLIAGG_00117	CDS	1455				hypothetical protein
LEDLIAGG_00118	CDS	609				hypothetical protein
LEDLIAGG_00119	CDS	864	ygfZ			tRNA-modifying protein YgfZ
LEDLIAGG_00120	CDS	756				hypothetical protein
LEDLIAGG_00121	CDS	258				hypothetical protein
LEDLIAGG_00122	CDS	378				hypothetical protein
LEDLIAGG_00123	CDS	411				Bifunctional NMN adenylyltransferase/Nudix hydrolase
LEDLIAGG_00124	CDS	576				hypothetical protein
LEDLIAGG_00125	CDS	726	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
LEDLIAGG_00126	CDS	327				hypothetical protein
LEDLIAGG_00127	CDS	1491	glpK	2.7.1.30		Glycerol kinase
LEDLIAGG_00128	CDS	1491	eryB	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
LEDLIAGG_00129	CDS	762	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
LEDLIAGG_00130	CDS	705				hypothetical protein
LEDLIAGG_00131	CDS	234				hypothetical protein
LEDLIAGG_00132	CDS	987	cobU_1	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
LEDLIAGG_00133	CDS	1533	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
LEDLIAGG_00134	CDS	612				hypothetical protein
LEDLIAGG_00135	CDS	615				hypothetical protein
LEDLIAGG_00136	CDS	492	decR_1		COG1522	DNA-binding transcriptional activator DecR
LEDLIAGG_00137	CDS	276				hypothetical protein
LEDLIAGG_00138	CDS	462				hypothetical protein
LEDLIAGG_00139	CDS	870	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
LEDLIAGG_00140	CDS	114				hypothetical protein
LEDLIAGG_00141	CDS	162				hypothetical protein
LEDLIAGG_00142	CDS	393				hypothetical protein
LEDLIAGG_00143	CDS	264				hypothetical protein
LEDLIAGG_00144	CDS	306				hypothetical protein
LEDLIAGG_00145	CDS	213				hypothetical protein
LEDLIAGG_00146	CDS	264				hypothetical protein
LEDLIAGG_00147	CDS	543	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
LEDLIAGG_00148	CDS	672	mobA_1	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
LEDLIAGG_00149	CDS	1212	bcr_1			Bicyclomycin resistance protein
LEDLIAGG_00150	CDS	921				hypothetical protein
LEDLIAGG_00151	CDS	1017	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
LEDLIAGG_00152	CDS	927				hypothetical protein
LEDLIAGG_00153	CDS	357				hypothetical protein
LEDLIAGG_00154	CDS	210				hypothetical protein
LEDLIAGG_00155	CDS	390				hypothetical protein
LEDLIAGG_00156	CDS	351				hypothetical protein
LEDLIAGG_00157	CDS	441				hypothetical protein
LEDLIAGG_00158	CDS	252				hypothetical protein
LEDLIAGG_00159	CDS	3477	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
LEDLIAGG_00160	CDS	420				hypothetical protein
LEDLIAGG_00161	CDS	381				hypothetical protein
LEDLIAGG_00162	CDS	435				hypothetical protein
LEDLIAGG_00163	CDS	498				hypothetical protein
LEDLIAGG_00164	CDS	1305	dinB	2.7.7.7		DNA polymerase IV
LEDLIAGG_00165	CDS	300				hypothetical protein
LEDLIAGG_00166	CDS	372	divK			Polar-differentiation response regulator DivK
LEDLIAGG_00167	CDS	1374	pleD			Response regulator PleD
LEDLIAGG_00168	CDS	168	rpmG		COG0267	50S ribosomal protein L33
LEDLIAGG_00169	CDS	795				hypothetical protein
LEDLIAGG_00170	CDS	1185	ycaD_1			putative MFS-type transporter YcaD
LEDLIAGG_00171	CDS	750				hypothetical protein
LEDLIAGG_00172	CDS	453				hypothetical protein
LEDLIAGG_00173	CDS	2307	rnr	3.1.13.1		Ribonuclease R
LEDLIAGG_00174	CDS	2625	topA	5.6.2.1	COG0550	DNA topoisomerase 1
LEDLIAGG_00175	CDS	210				hypothetical protein
LEDLIAGG_00176	CDS	1140				hypothetical protein
LEDLIAGG_00177	CDS	582	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
LEDLIAGG_00178	CDS	1290	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
LEDLIAGG_00179	CDS	963	pyrB	2.1.3.2		Aspartate carbamoyltransferase
LEDLIAGG_00180	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
LEDLIAGG_00181	CDS	933				hypothetical protein
LEDLIAGG_00182	CDS	591				hypothetical protein
LEDLIAGG_00183	CDS	333				hypothetical protein
LEDLIAGG_00184	CDS	501	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
LEDLIAGG_00185	CDS	702				hypothetical protein
LEDLIAGG_00186	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
LEDLIAGG_00187	CDS	468	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
LEDLIAGG_00188	CDS	1482	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
LEDLIAGG_00189	CDS	258				hypothetical protein
LEDLIAGG_00190	CDS	813				hypothetical protein
LEDLIAGG_00191	CDS	1401	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
LEDLIAGG_00192	CDS	432				hypothetical protein
LEDLIAGG_00193	CDS	1176	tufA_1		COG0050	Elongation factor Tu
LEDLIAGG_00194	tRNA	76				tRNA-Trp(cca)
LEDLIAGG_00195	CDS	204	secE			Protein translocase subunit SecE
LEDLIAGG_00196	CDS	528	nusG		COG0250	Transcription termination/antitermination protein NusG
LEDLIAGG_00197	CDS	429	rplK		COG0080	50S ribosomal protein L11
LEDLIAGG_00198	CDS	705	rplA		COG0081	50S ribosomal protein L1
LEDLIAGG_00199	CDS	519	rplJ		COG0244	50S ribosomal protein L10
LEDLIAGG_00200	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
LEDLIAGG_00201	CDS	4167	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
LEDLIAGG_00202	CDS	4200	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
LEDLIAGG_00203	CDS	1233				hypothetical protein
LEDLIAGG_00204	CDS	1539	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
LEDLIAGG_00205	CDS	1125		2.4.1.11	COG0438	Glycogen synthase
LEDLIAGG_00206	CDS	564				hypothetical protein
LEDLIAGG_00207	CDS	2091				hypothetical protein
LEDLIAGG_00208	CDS	1218				hypothetical protein
LEDLIAGG_00209	CDS	1056				hypothetical protein
LEDLIAGG_00210	CDS	231				hypothetical protein
LEDLIAGG_00211	CDS	1095	ctaA	1.3.-.-	COG1612	Heme A synthase
LEDLIAGG_00212	CDS	939	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
LEDLIAGG_00213	CDS	954	speB	3.5.3.11	COG0010	Agmatinase
LEDLIAGG_00214	CDS	474	rpsI		COG0103	30S ribosomal protein S9
LEDLIAGG_00215	CDS	462	rplM		COG0102	50S ribosomal protein L13
LEDLIAGG_00216	CDS	447				hypothetical protein
LEDLIAGG_00217	CDS	1497				hypothetical protein
LEDLIAGG_00218	CDS	840	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
LEDLIAGG_00219	CDS	426				hypothetical protein
LEDLIAGG_00220	CDS	522				hypothetical protein
LEDLIAGG_00221	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
LEDLIAGG_00222	CDS	345				hypothetical protein
LEDLIAGG_00223	CDS	747				hypothetical protein
LEDLIAGG_00224	CDS	933				hypothetical protein
LEDLIAGG_00225	CDS	1257	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
LEDLIAGG_00226	CDS	1104	soxA_1	1.5.3.1		Monomeric sarcosine oxidase
LEDLIAGG_00227	CDS	633	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
LEDLIAGG_00228	CDS	1275	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
LEDLIAGG_00229	CDS	2427	lon	3.4.21.53		Lon protease
LEDLIAGG_00230	CDS	276	hupB		COG0776	DNA-binding protein HRm
LEDLIAGG_00231	CDS	774				hypothetical protein
LEDLIAGG_00232	CDS	528	yrdA		COG0663	Protein YrdA
LEDLIAGG_00233	CDS	609				hypothetical protein
LEDLIAGG_00234	CDS	618				hypothetical protein
LEDLIAGG_00235	CDS	636				hypothetical protein
LEDLIAGG_00236	CDS	720				hypothetical protein
LEDLIAGG_00237	CDS	432	hrp1		COG0517	Hypoxic response protein 1
LEDLIAGG_00238	CDS	411	uspF		COG0589	Universal stress protein F
LEDLIAGG_00239	CDS	741				hypothetical protein
LEDLIAGG_00240	CDS	696	djlA_1			Co-chaperone protein DjlA
LEDLIAGG_00241	CDS	1470				hypothetical protein
LEDLIAGG_00242	CDS	330				hypothetical protein
LEDLIAGG_00243	CDS	330	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
LEDLIAGG_00244	CDS	2478	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
LEDLIAGG_00245	CDS	756				hypothetical protein
LEDLIAGG_00246	CDS	348				hypothetical protein
LEDLIAGG_00247	CDS	429	hit		COG0537	Protein hit
LEDLIAGG_00248	CDS	627	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
LEDLIAGG_00249	CDS	330	emrE		COG2076	Multidrug transporter EmrE
LEDLIAGG_00250	CDS	1155				hypothetical protein
LEDLIAGG_00251	CDS	423				hypothetical protein
LEDLIAGG_00252	CDS	1203				hypothetical protein
LEDLIAGG_00253	CDS	711				hypothetical protein
LEDLIAGG_00254	CDS	468				hypothetical protein
LEDLIAGG_00255	CDS	828				hypothetical protein
LEDLIAGG_00256	CDS	2049				hypothetical protein
LEDLIAGG_00257	CDS	846	rpsB		COG0052	30S ribosomal protein S2
LEDLIAGG_00258	CDS	924	tsf			Elongation factor Ts
LEDLIAGG_00259	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
LEDLIAGG_00260	CDS	561	frr		COG0233	Ribosome-recycling factor
LEDLIAGG_00261	CDS	717	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
LEDLIAGG_00262	CDS	864	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
LEDLIAGG_00263	CDS	1140	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
LEDLIAGG_00264	CDS	2361	bamA_1		COG4775	Outer membrane protein assembly factor BamA
LEDLIAGG_00265	CDS	1056	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
LEDLIAGG_00266	CDS	480	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
LEDLIAGG_00267	CDS	831	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LEDLIAGG_00268	CDS	897	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
LEDLIAGG_00269	CDS	1179	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
LEDLIAGG_00270	CDS	252				hypothetical protein
LEDLIAGG_00271	CDS	906	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
LEDLIAGG_00272	CDS	945	yegS_1	2.7.1.-		lipid kinase YegS
LEDLIAGG_00273	CDS	759	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
LEDLIAGG_00274	CDS	471				hypothetical protein
LEDLIAGG_00275	CDS	1032	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
LEDLIAGG_00276	CDS	432				hypothetical protein
LEDLIAGG_00277	CDS	516				hypothetical protein
LEDLIAGG_00278	CDS	1269				hypothetical protein
LEDLIAGG_00279	CDS	1314	glyA2	2.1.2.1		Serine hydroxymethyltransferase 2
LEDLIAGG_00280	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
LEDLIAGG_00281	CDS	1122	ribD		COG0117	Riboflavin biosynthesis protein RibD
LEDLIAGG_00282	CDS	609	ribE	2.5.1.9		Riboflavin synthase
LEDLIAGG_00283	CDS	447	ribH1	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase 1
LEDLIAGG_00284	CDS	510	nusB		COG0781	Transcription antitermination protein NusB
LEDLIAGG_00285	CDS	1218	rfnT			Riboflavin transporter RfnT
LEDLIAGG_00286	CDS	921	pgrR			HTH-type transcriptional regulator PgrR
LEDLIAGG_00287	CDS	723		1.-.-.-		putative oxidoreductase
LEDLIAGG_00288	CDS	237				hypothetical protein
LEDLIAGG_00289	CDS	2130	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
LEDLIAGG_00290	CDS	282				hypothetical protein
LEDLIAGG_00291	CDS	372	rpsL		COG0048	30S ribosomal protein S12
LEDLIAGG_00292	CDS	471	rpsG		COG0049	30S ribosomal protein S7
LEDLIAGG_00293	CDS	2091	fusA_1		COG0480	Elongation factor G
LEDLIAGG_00294	CDS	1176	tufA_2		COG0050	Elongation factor Tu
LEDLIAGG_00295	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
LEDLIAGG_00296	CDS	735	rplC		COG0087	50S ribosomal protein L3
LEDLIAGG_00297	CDS	621	rplD		COG0088	50S ribosomal protein L4
LEDLIAGG_00298	CDS	294	rplW		COG0089	50S ribosomal protein L23
LEDLIAGG_00299	CDS	837	rplB		COG0090	50S ribosomal protein L2
LEDLIAGG_00300	CDS	279	rpsS		COG0185	30S ribosomal protein S19
LEDLIAGG_00301	CDS	387	rplV		COG0091	50S ribosomal protein L22
LEDLIAGG_00302	CDS	702	rpsC		COG0092	30S ribosomal protein S3
LEDLIAGG_00303	CDS	414	rplP		COG0197	50S ribosomal protein L16
LEDLIAGG_00304	CDS	201	rpmC		COG0255	50S ribosomal protein L29
LEDLIAGG_00305	CDS	243	rpsQ		COG0186	30S ribosomal protein S17
LEDLIAGG_00306	CDS	369	rplN		COG0093	50S ribosomal protein L14
LEDLIAGG_00307	CDS	312	rplX		COG0198	50S ribosomal protein L24
LEDLIAGG_00308	CDS	558	rplE		COG0094	50S ribosomal protein L5
LEDLIAGG_00309	CDS	306	rpsN		COG0199	30S ribosomal protein S14
LEDLIAGG_00310	CDS	399	rpsH		COG0096	30S ribosomal protein S8
LEDLIAGG_00311	CDS	534	rplF		COG0097	50S ribosomal protein L6
LEDLIAGG_00312	CDS	360	rplR		COG0256	50S ribosomal protein L18
LEDLIAGG_00313	CDS	561	rpsE		COG0098	30S ribosomal protein S5
LEDLIAGG_00314	CDS	198	rpmD		COG1841	50S ribosomal protein L30
LEDLIAGG_00315	CDS	480	rplO		COG0200	50S ribosomal protein L15
LEDLIAGG_00316	CDS	1341	secY		COG0201	Protein translocase subunit SecY
LEDLIAGG_00317	CDS	591	adk	2.7.4.3	COG0563	Adenylate kinase
LEDLIAGG_00318	CDS	369	rpsM		COG0099	30S ribosomal protein S13
LEDLIAGG_00319	CDS	390	rpsK		COG0100	30S ribosomal protein S11
LEDLIAGG_00320	CDS	1011	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LEDLIAGG_00321	CDS	438	rplQ		COG0203	50S ribosomal protein L17
LEDLIAGG_00322	CDS	756				hypothetical protein
LEDLIAGG_00323	CDS	843	map	3.4.11.18	COG0024	Methionine aminopeptidase
LEDLIAGG_00324	CDS	450				hypothetical protein
LEDLIAGG_00325	CDS	630				hypothetical protein
LEDLIAGG_00326	CDS	2778	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
LEDLIAGG_00327	CDS	135				hypothetical protein
LEDLIAGG_00328	CDS	501	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
LEDLIAGG_00329	CDS	585	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
LEDLIAGG_00330	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
LEDLIAGG_00331	CDS	390				hypothetical protein
LEDLIAGG_00332	CDS	1077	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LEDLIAGG_00333	CDS	1131	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LEDLIAGG_00334	CDS	411				hypothetical protein
LEDLIAGG_00335	CDS	420				hypothetical protein
LEDLIAGG_00336	CDS	1413			COG2308	putative protein
LEDLIAGG_00337	CDS	942				hypothetical protein
LEDLIAGG_00338	CDS	795			COG1305	putative protein
LEDLIAGG_00339	CDS	729				hypothetical protein
LEDLIAGG_00340	CDS	1422		4.1.1.105	COG0076	Tryptophan decarboxylase
LEDLIAGG_00341	CDS	468				Lectin-like protein BA14k
LEDLIAGG_00342	CDS	2310				hypothetical protein
LEDLIAGG_00343	CDS	174				hypothetical protein
LEDLIAGG_00344	CDS	1530				hypothetical protein
LEDLIAGG_00345	CDS	984	pal_1			Peptidoglycan-associated lipoprotein
LEDLIAGG_00346	tRNA	75				tRNA-Val(cac)
LEDLIAGG_00347	CDS	684	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
LEDLIAGG_00348	CDS	468				hypothetical protein
LEDLIAGG_00349	CDS	327				hypothetical protein
LEDLIAGG_00350	CDS	441	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
LEDLIAGG_00351	CDS	594				hypothetical protein
LEDLIAGG_00352	CDS	507				hypothetical protein
LEDLIAGG_00353	CDS	768	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LEDLIAGG_00354	CDS	867		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
LEDLIAGG_00355	CDS	1194				hypothetical protein
LEDLIAGG_00356	CDS	798	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
LEDLIAGG_00357	CDS	822	cysE	2.3.1.30	COG1045	Serine acetyltransferase
LEDLIAGG_00358	CDS	210				hypothetical protein
LEDLIAGG_00359	CDS	822	rlmB_1	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
LEDLIAGG_00360	tRNA	85				tRNA-Tyr(gta)
LEDLIAGG_00361	CDS	762	nadK	2.7.1.23		NAD kinase
LEDLIAGG_00362	CDS	312				hypothetical protein
LEDLIAGG_00363	CDS	954				hypothetical protein
LEDLIAGG_00364	CDS	342	hspQ			Heat shock protein HspQ
LEDLIAGG_00365	CDS	963				hypothetical protein
LEDLIAGG_00366	CDS	1215	ubiL_1	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
LEDLIAGG_00367	CDS	897				hypothetical protein
LEDLIAGG_00368	CDS	615				hypothetical protein
