locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAFLDBJD_00080	CDS	1173	mexA			Multidrug resistance protein MexA
OAFLDBJD_00081	CDS	3114	acrB		COG0841	Multidrug efflux pump subunit AcrB
OAFLDBJD_00082	CDS	636				hypothetical protein
OAFLDBJD_00083	CDS	819				hypothetical protein
OAFLDBJD_00084	CDS	639	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OAFLDBJD_00085	CDS	1164	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
OAFLDBJD_00086	CDS	774	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
OAFLDBJD_00087	CDS	468	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OAFLDBJD_00088	CDS	1068	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
OAFLDBJD_00089	CDS	579				hypothetical protein
OAFLDBJD_00090	CDS	2376	bamA_1		COG4775	Outer membrane protein assembly factor BamA
OAFLDBJD_00091	CDS	1356	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
OAFLDBJD_00092	CDS	1179	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
OAFLDBJD_00093	CDS	822	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
OAFLDBJD_00094	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
OAFLDBJD_00095	CDS	558	frr		COG0233	Ribosome-recycling factor
OAFLDBJD_00096	CDS	729	pyrH	2.7.4.22	COG0528	Uridylate kinase
OAFLDBJD_00097	CDS	420	hslR		COG1188	Heat shock protein 15
OAFLDBJD_00098	CDS	1890	htpG		COG0326	Chaperone protein HtpG
OAFLDBJD_00099	CDS	336				hypothetical protein
OAFLDBJD_00100	CDS	1188	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
OAFLDBJD_00101	CDS	609				hypothetical protein
OAFLDBJD_00102	CDS	1359	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
OAFLDBJD_00103	CDS	426				hypothetical protein
OAFLDBJD_00104	CDS	489	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
OAFLDBJD_00105	CDS	210	csrA		COG1551	Carbon storage regulator
OAFLDBJD_00106	tRNA	93				tRNA-Ser(gct)
OAFLDBJD_00107	tRNA	77				tRNA-Arg(acg)
OAFLDBJD_00108	CDS	627				hypothetical protein
OAFLDBJD_00109	CDS	678	degU_1		COG2197	Transcriptional regulatory protein DegU
OAFLDBJD_00110	CDS	726	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
OAFLDBJD_00111	CDS	2406	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
OAFLDBJD_00112	CDS	900	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
OAFLDBJD_00113	CDS	687				hypothetical protein
OAFLDBJD_00114	CDS	651				hypothetical protein
OAFLDBJD_00115	CDS	2007	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
OAFLDBJD_00116	CDS	714				hypothetical protein
OAFLDBJD_00117	CDS	951				hypothetical protein
OAFLDBJD_00118	CDS	1227				hypothetical protein
OAFLDBJD_00119	CDS	1374	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OAFLDBJD_00120	CDS	1419	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OAFLDBJD_00121	CDS	1146				hypothetical protein
OAFLDBJD_00122	CDS	963	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
OAFLDBJD_00123	CDS	741				hypothetical protein
OAFLDBJD_00124	CDS	789	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
OAFLDBJD_00125	CDS	813				hypothetical protein
OAFLDBJD_00126	tRNA	93				tRNA-Ser(gga)
OAFLDBJD_00127	CDS	1746				hypothetical protein
OAFLDBJD_00128	CDS	603				IS1182 family transposase ISThsp16
OAFLDBJD_00129	CDS	795				IS1182 family transposase ISThsp16
OAFLDBJD_00130	CDS	729	nosF		COG1131	putative ABC transporter ATP-binding protein NosF
OAFLDBJD_00131	CDS	1182				hypothetical protein
OAFLDBJD_00132	CDS	2202	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
OAFLDBJD_00133	CDS	675				hypothetical protein
OAFLDBJD_00134	CDS	1488				hypothetical protein
OAFLDBJD_00135	CDS	1278	tetA			Tetracycline resistance protein, class C
OAFLDBJD_00136	CDS	447	yqeY		COG1610	putative protein YqeY
OAFLDBJD_00137	CDS	216	rpsU		COG0828	30S ribosomal protein S21
OAFLDBJD_00138	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
OAFLDBJD_00139	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
OAFLDBJD_00140	CDS	483	folK_1	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OAFLDBJD_00141	CDS	1632				hypothetical protein
OAFLDBJD_00142	CDS	399	czcR_1			Transcriptional activator protein CzcR
OAFLDBJD_00143	CDS	3897	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
OAFLDBJD_00144	CDS	888				hypothetical protein
OAFLDBJD_00145	CDS	192				hypothetical protein
OAFLDBJD_00146	CDS	480	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
OAFLDBJD_00147	CDS	387				hypothetical protein
OAFLDBJD_00148	CDS	657				hypothetical protein
OAFLDBJD_00149	CDS	915				hypothetical protein
OAFLDBJD_00150	CDS	831	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
OAFLDBJD_00151	CDS	798	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
OAFLDBJD_00152	CDS	330			COG1366	Putative anti-sigma factor antagonist
OAFLDBJD_00153	CDS	1725	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
OAFLDBJD_00154	CDS	777				hypothetical protein
OAFLDBJD_00155	CDS	501				hypothetical protein
OAFLDBJD_00156	CDS	1707	proS	6.1.1.15	COG0442	Proline--tRNA ligase
OAFLDBJD_00157	CDS	963			COG3039	IS5 family transposase ISPre1
OAFLDBJD_00158	CDS	1680				hypothetical protein
OAFLDBJD_00159	CDS	1248			COG3385	IS4 family transposase ISPa45
OAFLDBJD_00160	CDS	267				hypothetical protein
OAFLDBJD_00161	CDS	561			COG3039	IS5 family transposase ISPre1
OAFLDBJD_00162	CDS	2346				hypothetical protein
OAFLDBJD_00163	CDS	1647	alsS	2.2.1.6	COG0028	Acetolactate synthase
OAFLDBJD_00164	CDS	1131	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
OAFLDBJD_00165	CDS	435				hypothetical protein
OAFLDBJD_00166	CDS	3066				hypothetical protein
OAFLDBJD_00167	CDS	1122				hypothetical protein
OAFLDBJD_00168	CDS	876				hypothetical protein
OAFLDBJD_00169	CDS	1416				hypothetical protein
OAFLDBJD_00170	CDS	363				hypothetical protein
OAFLDBJD_00171	CDS	408	mscL		COG1970	Large-conductance mechanosensitive channel
OAFLDBJD_00172	CDS	2547				hypothetical protein
OAFLDBJD_00173	CDS	1374				hypothetical protein
OAFLDBJD_00174	CDS	720	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
OAFLDBJD_00175	CDS	1038	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
OAFLDBJD_00176	CDS	936		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
OAFLDBJD_00177	CDS	555	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
OAFLDBJD_00178	CDS	552				hypothetical protein
OAFLDBJD_00179	CDS	1239	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
OAFLDBJD_00180	CDS	1179	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
OAFLDBJD_00181	CDS	1119				hypothetical protein
OAFLDBJD_00182	tRNA	96				tRNA-Ser(gga)
OAFLDBJD_00183	CDS	3075	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
OAFLDBJD_00184	CDS	1323	mdtA_1			Multidrug resistance protein MdtA
OAFLDBJD_00185	CDS	1071				hypothetical protein
OAFLDBJD_00186	CDS	771				hypothetical protein
OAFLDBJD_00187	CDS	1152				hypothetical protein
OAFLDBJD_00188	CDS	792				hypothetical protein
OAFLDBJD_00189	CDS	552	yaeQ		COG4681	putative protein YaeQ
OAFLDBJD_00190	CDS	1188			COG2081	putative protein
OAFLDBJD_00191	CDS	285				hypothetical protein
OAFLDBJD_00192	CDS	537		3.1.3.-	COG4502	Putative 5'(3')-deoxyribonucleotidase
OAFLDBJD_00193	CDS	711	rluF_1	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
OAFLDBJD_00194	CDS	372				hypothetical protein
OAFLDBJD_00195	CDS	1371	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
OAFLDBJD_00196	CDS	2421				hypothetical protein
OAFLDBJD_00197	CDS	510				hypothetical protein
OAFLDBJD_00198	CDS	297				hypothetical protein
OAFLDBJD_00199	CDS	1029				hypothetical protein
OAFLDBJD_00200	CDS	597				hypothetical protein
OAFLDBJD_00201	CDS	1584				hypothetical protein
OAFLDBJD_00202	CDS	234				hypothetical protein
OAFLDBJD_00203	CDS	156				hypothetical protein
OAFLDBJD_00204	CDS	831				hypothetical protein
OAFLDBJD_00205	CDS	8856	ndvB	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
OAFLDBJD_00206	CDS	1626	pgm_1	5.4.2.2	COG0033	Phosphoglucomutase
OAFLDBJD_00207	CDS	1218	pduW	2.7.2.15	COG0282	putative propionate kinase
OAFLDBJD_00208	CDS	672				hypothetical protein
OAFLDBJD_00209	CDS	552				hypothetical protein
OAFLDBJD_00210	CDS	105				hypothetical protein
OAFLDBJD_00211	CDS	894	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
OAFLDBJD_00212	CDS	1089				hypothetical protein
OAFLDBJD_00213	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
OAFLDBJD_00214	CDS	687				hypothetical protein
OAFLDBJD_00215	CDS	735				hypothetical protein
OAFLDBJD_00216	CDS	2211				hypothetical protein
OAFLDBJD_00217	CDS	315				hypothetical protein
OAFLDBJD_00218	CDS	429				hypothetical protein
OAFLDBJD_00219	CDS	1836	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
OAFLDBJD_00220	CDS	2229	btuB_2			Vitamin B12 transporter BtuB
OAFLDBJD_00221	CDS	297				hypothetical protein
OAFLDBJD_00222	CDS	1986	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
OAFLDBJD_00223	CDS	558				hypothetical protein
OAFLDBJD_00224	CDS	2286				hypothetical protein
OAFLDBJD_00225	CDS	231				hypothetical protein
OAFLDBJD_00226	CDS	327				hypothetical protein
OAFLDBJD_00227	CDS	813	tal	2.2.1.2	COG0176	Transaldolase
OAFLDBJD_00228	CDS	1626	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
OAFLDBJD_00229	CDS	1461	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
OAFLDBJD_00230	CDS	405	atpC_1			ATP synthase epsilon chain
OAFLDBJD_00231	CDS	348				hypothetical protein
OAFLDBJD_00232	CDS	309				hypothetical protein
OAFLDBJD_00233	CDS	702	atpB_1		COG0356	ATP synthase subunit a
OAFLDBJD_00234	CDS	288	atpH_1			ATP synthase subunit c
OAFLDBJD_00235	CDS	774	atpF_1			ATP synthase subunit b
OAFLDBJD_00236	CDS	1560	atpA_1	7.1.2.2		ATP synthase subunit alpha
OAFLDBJD_00237	CDS	900	atpG_1		COG0224	ATP synthase gamma chain
OAFLDBJD_00238	CDS	258				hypothetical protein
OAFLDBJD_00239	CDS	1527				hypothetical protein
OAFLDBJD_00240	CDS	189				hypothetical protein
OAFLDBJD_00241	CDS	252				hypothetical protein
OAFLDBJD_00242	CDS	2445	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
OAFLDBJD_00243	CDS	654				hypothetical protein
OAFLDBJD_00244	CDS	222				hypothetical protein
OAFLDBJD_00245	CDS	1287	yciC		COG0523	Putative metal chaperone YciC
OAFLDBJD_00246	CDS	711				hypothetical protein
OAFLDBJD_00247	CDS	2193	btuB_3			Vitamin B12 transporter BtuB
OAFLDBJD_00248	CDS	597				hypothetical protein
OAFLDBJD_00249	CDS	1233	hpxO	1.14.13.113	COG0654	FAD-dependent urate hydroxylase
OAFLDBJD_00250	CDS	993	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
OAFLDBJD_00251	CDS	1365	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
OAFLDBJD_00252	CDS	612				hypothetical protein
OAFLDBJD_00253	CDS	462				hypothetical protein
OAFLDBJD_00254	CDS	834	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
OAFLDBJD_00255	CDS	1260	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
OAFLDBJD_00256	CDS	2043	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
OAFLDBJD_00257	CDS	594	algU_1		COG1595	RNA polymerase sigma-H factor
OAFLDBJD_00258	CDS	630				hypothetical protein
OAFLDBJD_00259	CDS	402				hypothetical protein
OAFLDBJD_00260	CDS	1434	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
OAFLDBJD_00261	CDS	519				hypothetical protein
OAFLDBJD_00262	CDS	837	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
OAFLDBJD_00263	CDS	405	apaG		COG2967	Protein ApaG
OAFLDBJD_00264	CDS	780	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
OAFLDBJD_00265	CDS	1014	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
OAFLDBJD_00266	CDS	1305	surA_1	5.2.1.8	COG0760	Chaperone SurA
OAFLDBJD_00267	CDS	2229	lptD		COG1452	LPS-assembly protein LptD
OAFLDBJD_00268	CDS	2796				hypothetical protein
OAFLDBJD_00269	CDS	669	fabR_1		COG1309	HTH-type transcriptional repressor FabR
OAFLDBJD_00270	CDS	468				hypothetical protein
OAFLDBJD_00271	CDS	288				hypothetical protein
OAFLDBJD_00272	CDS	855				hypothetical protein
OAFLDBJD_00273	CDS	813	fpr	1.18.1.2	COG1018	Ferredoxin--NADP reductase
OAFLDBJD_00274	CDS	759				hypothetical protein
OAFLDBJD_00275	CDS	759				hypothetical protein
OAFLDBJD_00276	CDS	900				hypothetical protein
OAFLDBJD_00277	CDS	387				hypothetical protein
OAFLDBJD_00278	CDS	417				hypothetical protein
OAFLDBJD_00279	CDS	423				hypothetical protein
OAFLDBJD_00280	CDS	828				hypothetical protein
OAFLDBJD_00281	CDS	321	gdx			Guanidinium exporter
OAFLDBJD_00282	CDS	1512				hypothetical protein
OAFLDBJD_00283	CDS	969				hypothetical protein
OAFLDBJD_00284	CDS	1797				hypothetical protein
OAFLDBJD_00285	CDS	777				hypothetical protein
OAFLDBJD_00286	CDS	513				hypothetical protein
OAFLDBJD_00287	CDS	168				hypothetical protein
OAFLDBJD_00288	CDS	870	mgsA	4.2.3.3		Methylglyoxal synthase
OAFLDBJD_00289	CDS	549	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
OAFLDBJD_00290	CDS	1398				hypothetical protein
OAFLDBJD_00291	CDS	708	mtnC	3.1.3.77		Enolase-phosphatase E1
OAFLDBJD_00292	CDS	555	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
OAFLDBJD_00293	CDS	639	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
OAFLDBJD_00294	CDS	348				hypothetical protein
OAFLDBJD_00295	CDS	1377				hypothetical protein
OAFLDBJD_00296	CDS	1278	tyrS	6.1.1.1		Tyrosine--tRNA ligase
OAFLDBJD_00297	CDS	519				hypothetical protein
OAFLDBJD_00298	CDS	783				hypothetical protein
OAFLDBJD_00299	CDS	897				hypothetical protein
OAFLDBJD_00300	CDS	249				hypothetical protein
OAFLDBJD_00301	CDS	327				hypothetical protein
OAFLDBJD_00302	CDS	849	azoB	1.7.-.-		NAD(P)H azoreductase
OAFLDBJD_00303	CDS	903	mtrA			HTH-type transcriptional regulator MtrA
OAFLDBJD_00304	CDS	807				hypothetical protein
OAFLDBJD_00305	CDS	666	rssB_1			Swarming motility regulation protein RssB
OAFLDBJD_00306	CDS	1365	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
OAFLDBJD_00307	CDS	651				hypothetical protein
OAFLDBJD_00308	CDS	2550	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
OAFLDBJD_00309	CDS	1257				hypothetical protein
OAFLDBJD_00310	CDS	1758		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
OAFLDBJD_00311	CDS	504				hypothetical protein
OAFLDBJD_00312	CDS	1587				hypothetical protein
OAFLDBJD_00313	CDS	495				hypothetical protein
OAFLDBJD_00314	CDS	906	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
OAFLDBJD_00315	CDS	1815				hypothetical protein
OAFLDBJD_00316	CDS	636				hypothetical protein
OAFLDBJD_00317	CDS	600				hypothetical protein
OAFLDBJD_00318	CDS	3408				hypothetical protein
OAFLDBJD_00319	CDS	3387				hypothetical protein
OAFLDBJD_00320	CDS	3378				hypothetical protein
OAFLDBJD_00321	CDS	3366				hypothetical protein
OAFLDBJD_00322	CDS	636				hypothetical protein
OAFLDBJD_00323	CDS	1200		2.6.1.1		Aspartate/prephenate aminotransferase
OAFLDBJD_00324	CDS	357				hypothetical protein
OAFLDBJD_00325	CDS	987	mdh	1.1.1.37		Malate dehydrogenase
OAFLDBJD_00326	CDS	2274				hypothetical protein
OAFLDBJD_00327	CDS	1896	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OAFLDBJD_00328	CDS	447				hypothetical protein
OAFLDBJD_00329	CDS	2025	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
OAFLDBJD_00330	CDS	1089	oprF		COG2885	Outer membrane porin F
OAFLDBJD_00331	CDS	1035	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
OAFLDBJD_00332	CDS	1014				hypothetical protein
OAFLDBJD_00333	CDS	324				hypothetical protein
OAFLDBJD_00334	CDS	396				hypothetical protein
OAFLDBJD_00335	CDS	387	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
OAFLDBJD_00336	CDS	1200	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
OAFLDBJD_00337	CDS	873	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OAFLDBJD_00338	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
OAFLDBJD_00339	CDS	504	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
OAFLDBJD_00340	CDS	450				hypothetical protein
OAFLDBJD_00341	CDS	867	cbpA		COG2214	Curved DNA-binding protein
OAFLDBJD_00342	CDS	855				hypothetical protein
OAFLDBJD_00343	CDS	846	ygfZ			tRNA-modifying protein YgfZ
OAFLDBJD_00344	CDS	186				hypothetical protein
OAFLDBJD_00345	CDS	390	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
OAFLDBJD_00346	CDS	381				hypothetical protein
OAFLDBJD_00347	CDS	1788	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
OAFLDBJD_00348	CDS	789	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
OAFLDBJD_00349	CDS	519				hypothetical protein
OAFLDBJD_00350	CDS	261				hypothetical protein
OAFLDBJD_00351	CDS	396				hypothetical protein
OAFLDBJD_00352	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
OAFLDBJD_00353	CDS	696	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OAFLDBJD_00354	CDS	2358	comEC		COG0658	ComE operon protein 3
OAFLDBJD_00355	CDS	819	zipA			Cell division protein ZipA
OAFLDBJD_00356	CDS	861	cnoX		COG3118	Chaperedoxin
OAFLDBJD_00357	CDS	351				hypothetical protein
OAFLDBJD_00358	CDS	333				hypothetical protein
OAFLDBJD_00359	CDS	1185	mdtA_2			Multidrug resistance protein MdtA
OAFLDBJD_00360	CDS	3264	mdtB_1			Multidrug resistance protein MdtB
OAFLDBJD_00361	CDS	3072	mdtC_1			Multidrug resistance protein MdtC
OAFLDBJD_00362	CDS	2868				hypothetical protein
OAFLDBJD_00363	CDS	1083				Iron-sulfur cluster carrier protein
OAFLDBJD_00364	CDS	1578	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OAFLDBJD_00365	CDS	306				hypothetical protein
OAFLDBJD_00366	CDS	1095	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OAFLDBJD_00367	CDS	1617				hypothetical protein
OAFLDBJD_00368	CDS	1008			COG1840	putative binding protein component of ABC iron transporter
